id,orthography,reading,masteryKey,bccwjRank,bccwjOrigin,edictCommon,inKyoikuBasicVocab,inRokusyuTaisyo,rawPos,verbClass,endingGroup,teFormPattern,transitivity,englishPrimary,englishGlosses,alternateSpellings,sameSpellingOtherReadings,allowedInflections,inflectionNotes,dictionary_jp,dictionary_reading,polite_jp,polite_reading,politePast_jp,politePast_reading,politeNegative_jp,politeNegative_reading,negative_jp,negative_reading,past_jp,past_reading,te_jp,te_reading,potential_jp,potential_reading,passive_jp,passive_reading,causative_jp,causative_reading,causativePassive_jp,causativePassive_reading,volitional_jp,volitional_reading,ba_jp,ba_reading,tara_jp,tara_reading,imperative_jp,imperative_reading,prohibitive_jp,prohibitive_reading
verb-0040,掛かる,かかる,掛かる,220,和,True,True,True,v5r,godan,ru,godan-って,intransitive,"take (a resource, e.g. time or money)","take (a resource, e.g. time or money) | hang | come into view | arrive | come under (a contract, a tax) | start (engines, motors) | attend | deal with | handle | have started to | be on the verge of | overlap (e.g. information in a manual) | cover | (come) at | be fastened | be covered (e.g. with dust, a table-cloth, etc.) | be caught in | get a call | depend on",懸かる | 掛る | 懸る,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,掛かる,かかる,掛かります,かかります,掛かりました,かかりました,掛かりません,かかりません,掛からない,かからない,掛かった,かかった,掛かって,かかって,掛かれる,かかれる,掛かられる,かかられる,掛からせる,かからせる,掛からせられる,かからせられる,掛かろう,かかろう,掛かれば,かかれば,掛かったら,かかったら,掛かれ,かかれ,掛かるな,かかるな
verb-0041,食べる,たべる,食べる,232,和,True,True,True,v1,ichidan,ichidan_ru,ichidan-て,transitive,eat,eat | live on (e.g. a salary) | live off | subsist on,喰べる,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,食べる,たべる,食べます,たべます,食べました,たべました,食べません,たべません,食べない,たべない,食べた,たべた,食べて,たべて,食べられる,たべられる,食べられる,たべられる,食べさせる,たべさせる,食べさせられる,たべさせられる,食べよう,たべよう,食べれば,たべれば,食べたら,たべたら,食べろ,たべろ,食べるな,たべるな
verb-0042,教える,おしえる,教える,233,和,True,True,True,v1,ichidan,ichidan_ru,ichidan-て,transitive,teach,teach | inform | instruct,訓える,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,教える,おしえる,教えます,おしえます,教えました,おしえました,教えません,おしえません,教えない,おしえない,教えた,おしえた,教えて,おしえて,教えられる,おしえられる,教えられる,おしえられる,教えさせる,おしえさせる,教えさせられる,おしえさせられる,教えよう,おしえよう,教えれば,おしえれば,教えたら,おしえたら,教えろ,おしえろ,教えるな,おしえるな
verb-0043,違う,ちがう,違う,242,和,True,True,True,v5u,godan,u,godan-って,intransitive,differ (from),"differ (from) | vary | not be in the usual condition | not match the correct (answer, etc.) | be different from promised | isn't it? | wasn't it?",,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,違う,ちがう,違います,ちがいます,違いました,ちがいました,違いません,ちがいません,違わない,ちがわない,違った,ちがった,違って,ちがって,違える,ちがえる,違われる,ちがわれる,違わせる,ちがわせる,違わせられる,ちがわせられる,違おう,ちがおう,違えば,ちがえば,違ったら,ちがったら,違え,ちがえ,違うな,ちがうな
verb-0044,始める,はじめる,始める,244,和,True,True,True,v1,ichidan,ichidan_ru,ichidan-て,transitive,start,start | begin | commence | initiate | originate | open (e.g. a store) | start up | establish (business. etc.) | start (doing something) | begin to ...,創める,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,始める,はじめる,始めます,はじめます,始めました,はじめました,始めません,はじめません,始めない,はじめない,始めた,はじめた,始めて,はじめて,始められる,はじめられる,始められる,はじめられる,始めさせる,はじめさせる,始めさせられる,はじめさせられる,始めよう,はじめよう,始めれば,はじめれば,始めたら,はじめたら,始めろ,はじめろ,始めるな,はじめるな
verb-0045,変わる,かわる,変わる,257,和,True,True,True,v5r,godan,ru,godan-って,intransitive,change,change | be transformed | be altered | vary | move to | be different | be uncommon | be unusual,変る,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,変わる,かわる,変わります,かわります,変わりました,かわりました,変わりません,かわりません,変わらない,かわらない,変わった,かわった,変わって,かわって,変われる,かわれる,変わられる,かわられる,変わらせる,かわらせる,変わらせられる,かわらせられる,変わろう,かわろう,変われば,かわれば,変わったら,かわったら,変われ,かわれ,変わるな,かわるな
verb-0046,過ぎる,すぎる,過ぎる,258,和,True,True,True,v1,ichidan,ichidan_ru,ichidan-て,intransitive,pass through,pass through | pass by | go beyond | pass (i.e. of time) | elapse | have expired | have ended | be over | exceed | surpass | be above | be no more than ... | be excessive | be too much | be too ...,,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,過ぎる,すぎる,過ぎます,すぎます,過ぎました,すぎました,過ぎません,すぎません,過ぎない,すぎない,過ぎた,すぎた,過ぎて,すぎて,過ぎられる,すぎられる,過ぎられる,すぎられる,過ぎさせる,すぎさせる,過ぎさせられる,すぎさせられる,過ぎよう,すぎよう,過ぎれば,すぎれば,過ぎたら,すぎたら,過ぎろ,すぎろ,過ぎるな,すぎるな
verb-0047,呼ぶ,よぶ,呼ぶ,265,和,True,True,True,v5b,godan,bu,godan-んで,transitive,call out (to),"call out (to) | call | invoke | summon (a doctor, etc.) | invite | designate | name | brand | garner (support, etc.) | gather | take as one's wife",喚ぶ,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,呼ぶ,よぶ,呼びます,よびます,呼びました,よびました,呼びません,よびません,呼ばない,よばない,呼んだ,よんだ,呼んで,よんで,呼べる,よべる,呼ばれる,よばれる,呼ばせる,よばせる,呼ばせられる,よばせられる,呼ぼう,よぼう,呼べば,よべば,呼んだら,よんだら,呼べ,よべ,呼ぶな,よぶな
verb-0048,買う,かう,買う,274,和,True,True,True,v5u,godan,u,godan-って,transitive,buy,buy | purchase | value | have a high opinion | stir | provoke,,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,買う,かう,買います,かいます,買いました,かいました,買いません,かいません,買わない,かわない,買った,かった,買って,かって,買える,かえる,買われる,かわれる,買わせる,かわせる,買わせられる,かわせられる,買おう,かおう,買えば,かえば,買ったら,かったら,買え,かえ,買うな,かうな
verb-0049,続ける,つづける,続ける,283,和,True,True,True,v1,ichidan,ichidan_ru,ichidan-て,transitive,continue,continue | keep up | keep on,,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,続ける,つづける,続けます,つづけます,続けました,つづけました,続けません,つづけません,続けない,つづけない,続けた,つづけた,続けて,つづけて,続けられる,つづけられる,続けられる,つづけられる,続けさせる,つづけさせる,続けさせられる,つづけさせられる,続けよう,つづけよう,続ければ,つづければ,続けたら,つづけたら,続けろ,つづけろ,続けるな,つづけるな
verb-0050,示す,しめす,示す,306,和,True,True,True,v5s,godan,su,godan-して,transitive,denote,denote | show | point out | indicate | exemplify,,[],ba | causative | causativePassive | dictionary | imperative | negative | passive | past | polite | politeNegative | politePast | potential | prohibitive | tara | te | volitional,,示す,しめす,示します,しめします,示しました,しめしました,示しません,しめしません,示さない,しめさない,示した,しめした,示して,しめして,示せる,しめせる,示される,しめされる,示させる,しめさせる,示させられる,しめさせられる,示そう,しめそう,示せば,しめせば,示したら,しめしたら,示せ,しめせ,示すな,しめすな
