id,frequency_rank,source,source_id,source_rank,orthography,reading,romaji,english,verb_class,te_form_pattern,transitivity,register,example_ja,example_en
jv-0170,170,native_bccwj,verb-0119,788,異なる,ことなる,kotonaru,differ,ru,godan-って,intransitive,standard,二つの答えが異なった。,The two answers differed.
jv-0171,171,slang,slang-0021,21,ウケる,うける,ukeru,be hilarious,ichidan,ichidan-て,unspecified,slang,その冗談はみんなにウケた。,That joke landed with everyone.
jv-0172,172,kango_suru,kango-suru-0045,45,納得する,なっとくする,nattoku suru,be convinced,suru,suru-して,unspecified,standard,説明を聞いて納得した。,I was convinced after hearing the explanation.
jv-0173,173,native_bccwj,verb-0120,790,上がる,あがる,agaru,rise,ru,godan-って,intransitive,standard,午後に気温が上がった。,The temperature rose in the afternoon.
jv-0174,174,native_bccwj,verb-0121,791,覚える,おぼえる,oboeru,memorize,ichidan_ru,ichidan-て,transitive,standard,テストの前に覚えた。,I studied before the test.
jv-0175,175,kango_suru,kango-suru-0046,46,満足する,まんぞくする,manzoku suru,be satisfied,suru,suru-して,unspecified,standard,新しい部屋に満足した。,I was satisfied with the new room.
jv-0176,176,slang,slang-0022,22,イケる,いける,ikeru,be good; be able to handle,ichidan,ichidan-て,unspecified,slang,この量ならまだイケた。,I could still handle this amount.
jv-0177,177,native_bccwj,verb-0122,816,調べる,しらべる,shiraberu,examine,ichidan_ru,ichidan-て,transitive,standard,先生はその問題を調べた。,The teacher examined that problem.
jv-0178,178,native_bccwj,verb-0123,817,伴う,ともなう,tomonau,accompany,u,godan-って,intransitive,standard,新しい仕事には苦労が伴った。,The new job came with difficulty.
jv-0179,179,kango_suru,kango-suru-0047,47,尊敬する,そんけいする,sonkei suru,respect,suru,suru-して,unspecified,standard,みんなが先生を尊敬した。,Everyone respected the teacher.
jv-0180,180,native_bccwj,verb-0124,822,成す,なす,nasu,build up,su,godan-して,transitive,standard,週末に新しい物を成した。,I made something new on the weekend.
jv-0181,181,native_bccwj,verb-0125,832,探す,さがす,sagasu,search (for something lost),su,godan-して,transitive,standard,なくした鍵を探した。,I searched for the lost key.
jv-0182,182,native_bccwj,verb-0126,836,開ける,あける,akeru,"open (a door, etc.)",ichidan_ru,ichidan-て,both,standard,朝、店が早く開けた。,The shop opened early in the morning.
jv-0183,183,kango_suru,kango-suru-0048,48,信用する,しんようする,shinyou suru,trust,suru,suru-して,unspecified,standard,私はその友だちを信用した。,I trusted that friend.
jv-0184,184,slang,slang-0023,23,ブチギレる,ぶちぎれる,buchigireru,totally snap,ichidan,ichidan-て,unspecified,slang,失礼な言葉でブチギレた。,I snapped at the rude words.
jv-0185,185,native_bccwj,verb-0127,838,起きる,おきる,okiru,get up,ichidan_ru,ichidan-て,intransitive,standard,今朝は六時に起きた。,I got up at six this morning.
jv-0186,186,native_bccwj,verb-0128,842,語る,かたる,kataru,talk,ru,godan-って,transitive,standard,友だちと駅で少し語った。,I talked a little with a friend at the station.
jv-0187,187,native_bccwj,verb-0129,846,残す,のこす,nokosu,"leave (behind, over)",su,godan-して,transitive,standard,朝早く家を残した。,I left home early in the morning.
jv-0188,188,native_bccwj,verb-0130,847,寝る,ねる,neru,lie down,ichidan_ru,ichidan-て,intransitive,standard,昨日は早く寝た。,I went to bed early yesterday.
jv-0189,189,kango_suru,kango-suru-0049,49,信頼する,しんらいする,shinrai suru,trust,suru,suru-して,unspecified,standard,チームは彼を信頼した。,The team trusted him.
jv-0190,190,slang,slang-0024,24,とぼける,とぼける,tobokeru,play dumb,ichidan,ichidan-て,unspecified,colloquial,彼は質問にとぼけた。,He played dumb when asked.
jv-0191,191,native_bccwj,verb-0131,869,至る,いたる,itaru,arrive at (e.g. a decision),ru,godan-って,intransitive,standard,夕方、駅に至った。,I arrived at the station in the evening.
jv-0192,192,kango_suru,kango-suru-0050,50,愛する,あいする,ai suru,love,suru,suru-して,unspecified,standard,祖母は家族を愛した。,My grandmother loved her family.
jv-0193,193,native_bccwj,verb-0132,876,合う,あう,au,come together,u,godan-って,intransitive,standard,友だちが昼ごろ家に合った。,My friend came to my house around noon.
jv-0194,194,native_bccwj,verb-0133,879,連れる,つれる,tsureru,lead,ichidan_ru,ichidan-て,unspecified,standard,弟を公園へ連れた。,I took my younger brother to the park.
jv-0195,195,kango_suru,kango-suru-0051,51,希望する,きぼうする,kibou suru,hope,suru,suru-して,unspecified,standard,静かな部屋を希望した。,I requested a quiet room.
jv-0196,196,slang,slang-0025,25,しらばっくれる,しらばっくれる,shirabakkureru,feign ignorance,ichidan,ichidan-て,unspecified,colloquial,彼はミスをしらばっくれた。,He feigned ignorance about the mistake.
jv-0197,197,native_bccwj,verb-0134,895,無くなる,なくなる,nakunaru,disappear,ru,godan-って,intransitive,standard,机の上のメモが無くなった。,The memo on the desk disappeared.
jv-0198,198,native_bccwj,verb-0135,897,限る,かぎる,kagiru,restrict,ru,godan-って,both,standard,人数を十人に限った。,We limited the number of people to ten.
jv-0199,199,kango_suru,kango-suru-0052,52,努力する,どりょくする,doryoku suru,make an effort,suru,suru-して,unspecified,standard,合格のために努力した。,I made an effort to pass.
jv-0200,200,native_bccwj,verb-0137,909,離れる,はなれる,hanareru,be separated,ichidan_ru,ichidan-て,intransitive,standard,人混みから少し離れた。,I moved a little away from the crowd.
jv-0201,201,slang,slang-0026,26,いじける,いじける,ijikeru,sulk,ichidan,ichidan-て,unspecified,colloquial,妹は注意されていじけた。,My younger sister sulked after being warned.
jv-0202,202,kango_suru,kango-suru-0053,53,工夫する,くふうする,kufuu suru,devise,suru,suru-して,unspecified,standard,少ないお金で工夫した。,I got creative with little money.
jv-0203,203,native_bccwj,verb-0138,923,経つ,たつ,tatsu,pass,tsu,godan-って,intransitive,standard,引っ越してから一年が経った。,One year passed after moving.
jv-0204,204,native_bccwj,verb-0139,928,座る,すわる,suwaru,sit,ru,godan-って,intransitive,standard,窓のそばに座った。,I sat by the window.
jv-0205,205,kango_suru,kango-suru-0054,54,意識する,いしきする,ishiki suru,be conscious of,suru,suru-して,unspecified,standard,話す時に声を意識した。,I was aware of my voice when speaking.
jv-0206,206,native_bccwj,verb-0140,937,落ちる,おちる,ochiru,fall down,ichidan_ru,ichidan-て,intransitive,standard,階段でかばんが落ちた。,My bag fell on the stairs.
jv-0207,207,slang,slang-0027,27,ふてくされる,ふてくされる,futekusareru,sulk,ichidan,ichidan-て,unspecified,colloquial,妹は注意されてふてくされた。,My younger sister sulked after being warned.
jv-0208,208,native_bccwj,verb-0142,944,遊ぶ,あそぶ,asobu,play,bu,godan-んで,intransitive,standard,子どもは公園で遊んだ。,The children played in the park.
jv-0209,209,native_bccwj,verb-0143,948,起こす,おこす,okosu,raise,su,godan-して,transitive,standard,母は朝、弟を起こした。,My mother woke my younger brother in the morning.
jv-0210,210,native_bccwj,verb-0144,949,決まる,きまる,kimaru,be decided,ru,godan-って,intransitive,standard,次の会の日が決まった。,The date of the next meeting was decided.
jv-0211,211,kango_suru,kango-suru-0055,55,注目する,ちゅうもくする,chuumoku suru,pay attention to,suru,suru-して,unspecified,standard,みんながその写真に注目した。,Everyone paid attention to the photo.
jv-0212,212,native_bccwj,verb-0145,953,占める,しめる,shimeru,comprise (some part of the whole),ichidan_ru,ichidan-て,transitive,standard,本が机の半分を占めた。,The books took up half the desk.
jv-0213,213,native_bccwj,verb-0146,955,殺す,ころす,korosu,kill,su,godan-して,transitive,standard,庭で蚊を殺した。,I killed a mosquito in the garden.
jv-0214,214,native_bccwj,verb-0147,958,驚く,おどろく,odoroku,be surprised,ku,godan-いて,intransitive,standard,急な音に驚いた。,I was surprised by the sudden sound.
jv-0215,215,slang,slang-0028,28,すねる,すねる,suneru,sulk,ichidan,ichidan-て,unspecified,colloquial,妹は注意されてすねた。,My younger sister sulked after being warned.
jv-0216,216,native_bccwj,verb-0148,964,困る,こまる,komaru,be troubled,ru,godan-って,intransitive,standard,道に迷って困った。,I was troubled after getting lost.
jv-0217,217,kango_suru,kango-suru-0056,56,上達する,じょうたつする,joutatsu suru,improve,suru,suru-して,unspecified,standard,毎日の練習で上達した。,I improved through daily practice.
jv-0218,218,native_bccwj,verb-0149,972,除く,のぞく,nozoku,remove,ku,godan-いて,transitive,standard,古い名前をリストから除いた。,I removed the old name from the list.
jv-0219,219,native_bccwj,verb-0150,976,似る,にる,niru,resemble,ichidan_ru,ichidan-て,intransitive,standard,弟は父に少し似た。,My younger brother resembled my father a little.
jv-0220,220,native_bccwj,verb-0152,983,思い出す,おもいだす,omoidasu,recall,su,godan-して,transitive,standard,ニュースでその名前を思い出した。,I learned that name from the news.
jv-0221,221,kango_suru,kango-suru-0057,57,計画する,けいかくする,keikaku suru,plan,suru,suru-して,unspecified,standard,友だちと旅行を計画した。,I planned a trip with my friend.
jv-0222,222,native_bccwj,verb-0153,986,繰り返す,くりかえす,kurikaesu,repeat,su,godan-して,both,standard,先生は同じ言葉を繰り返した。,The teacher repeated the same word.
jv-0223,223,native_bccwj,verb-0154,987,失う,うしなう,ushinau,lose,u,godan-って,transitive,standard,旅行中に鍵を失った。,I lost my key while traveling.
jv-0224,224,slang,slang-0029,29,へこむ,へこむ,hekomu,get depressed,godan,godan-んで,unspecified,slang,悪いニュースでへこんだ。,I felt down because of bad news.
jv-0225,225,native_bccwj,verb-0019,96,下さる,くださる,kudasaru,give,honorific_aru,honorific-aru-って,unspecified,standard,先生が本を下さった。,The teacher kindly gave me a book.
jv-0226,226,native_bccwj,verb-0155,997,聞こえる,きこえる,kikoeru,be heard,ichidan_ru,ichidan-て,intransitive,standard,外から声が聞こえた。,I heard a voice from outside.
jv-0227,227,kango_suru,kango-suru-0058,58,実行する,じっこうする,jikkou suru,carry out,suru,suru-して,unspecified,standard,重いかばんを駅まで実行した。,I carried a heavy bag to the station.
jv-0228,228,native_bccwj,verb-0022,107,呉れる,くれる,kureru,give,ichidan_ru,ichidan-て,transitive,standard,友だちが地図を呉れた。,My friend gave me a map.
jv-0229,229,native_bccwj,verb-0156,1009,売る,うる,uru,sell,ru,godan-って,transitive,standard,古い本を店で売った。,I sold old books at the shop.
jv-0230,230,native_bccwj,verb-0039,210,頂く,いただく,itadaku,receive,ku,godan-いて,transitive,standard,先生からお茶を頂いた。,I received tea from the teacher.
jv-0231,231,native_bccwj,verb-0157,1012,通す,とおす,toosu,stick through,su,godan-して,transitive,standard,細い穴に糸を通した。,I passed thread through the small hole.
jv-0232,232,native_bccwj,verb-0158,1014,上る,のぼる,noboru,ascend,ru,godan-って,intransitive,standard,みんなで橋を上った。,We crossed the bridge together.
jv-0233,233,slang,slang-0030,30,むかつく,むかつく,mukatsuku,get annoyed,godan,godan-いて,unspecified,slang,長い待ち時間でむかついた。,I got annoyed because of the long wait.
jv-0234,234,native_bccwj,verb-0159,1017,含める,ふくめる,fukumeru,include (in a group or scope),ichidan_ru,ichidan-て,transitive,standard,リストに新しい名前を含めた。,I added a new name to the list.
jv-0235,235,kango_suru,kango-suru-0059,59,開始する,かいしする,kaishi suru,start,suru,suru-して,unspecified,standard,九時に授業が開始した。,Class began at nine.
jv-0236,236,native_bccwj,verb-0160,1021,許す,ゆるす,yurusu,permit,su,godan-して,transitive,standard,先生は小さな遅刻を許した。,The teacher allowed the small delay.
jv-0237,237,native_bccwj,verb-0161,1023,尋ねる,たずねる,tazuneru,ask,ichidan_ru,ichidan-て,transitive,standard,授業の後で先生に尋ねた。,I asked the teacher after class.
jv-0238,238,native_bccwj,verb-0162,1024,目指す,めざす,mezasu,aim at,su,godan-して,transitive,standard,合格を目指した。,I aimed to pass.
jv-0239,239,kango_suru,kango-suru-0060,60,終了する,しゅうりょうする,shuuryou suru,finish,suru,suru-して,unspecified,standard,夕方までに仕事が終了した。,The work finished by evening.
